Employee Name,Month,Year,Month_Number,Start Date,Tenure_Days,Tenure_Range,Department,Org,Manager,Level distinction,Country
Employee 1231,June 2024,2024,6,2023-04-10,447,1-5 years,Software Engineering,R&D,Employe 2231,L4 Seasoned,United States
Employee 1236,June 2024,2024,6,2021-04-29,1158,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,June 2024,2024,6,2021-12-22,921,1-5 years,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1242,June 2024,2024,6,2024-01-22,160,3-6 months,Software Engineering,R&D,Employe 2242,L5 Early,United States
Employee 1244,June 2024,2024,6,2023-07-10,356,6 months-1 year,Software Engineering,R&D,Employe 2244,L3 Veteran,United States
Employee 1246,June 2024,2024,6,2023-09-05,299,6 months-1 year,Data Platform Engineering,R&D,Employe 2246,L4 Early,Canada
Employee 1251,June 2024,2024,6,2021-08-02,1063,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 1258,June 2024,2024,6,2024-06-10,20,1-30 days,Software Engineering,R&D,Employe 2258,L5 Early,United States
Employee 1268,June 2024,2024,6,2023-07-03,363,6 months-1 year,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1271,June 2024,2024,6,2023-01-09,538,1-5 years,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 1277,June 2024,2024,6,2024-04-01,90,1-3 months,Data Product Engineering,R&D,Employe 2277,L4 Seasoned,United States
Employee 137,June 2024,2024,6,2024-01-22,160,3-6 months,Infrastructure Engineering,R&D,Employee 200,L4 Veteran,United States
Employee 144,June 2024,2024,6,2024-03-25,97,3-6 months,Forward Deployed Engineering,R&D,Employee 86,L4 Veteran,United States
Employee 146,June 2024,2024,6,2024-04-15,76,1-3 months,Data Platform Engineering,R&D,Employee 159,L4 Early,United States
Employee 149,June 2024,2024,6,2024-04-22,69,1-3 months,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,Italy
Employee 15,June 2024,2024,6,2021-08-01,1064,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 150,June 2024,2024,6,2024-04-22,69,1-3 months,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 151,June 2024,2024,6,2024-04-29,62,1-3 months,Core Data Ingestion,R&D,Employee 999,M4 Veteran,United States
Employee 157,June 2024,2024,6,2024-06-03,27,1-30 days,Data Product Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 158,June 2024,2024,6,2024-06-05,25,1-30 days,Product Engineering,R&D,Employee 999,M4 Early,Canada
Employee 159,June 2024,2024,6,2024-06-10,20,1-30 days,Data Platform Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 16,June 2024,2024,6,2021-08-18,1047,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 160,June 2024,2024,6,2024-06-24,6,1-30 days,Linkability,R&D,Employee 147,L5 Early,United States
Employee 17,June 2024,2024,6,2021-08-23,1042,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,June 2024,2024,6,2019-05-20,1868,5+ years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,June 2024,2024,6,2022-02-07,874,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,June 2024,2024,6,2022-04-11,811,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,June 2024,2024,6,2022-05-03,789,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,June 2024,2024,6,2022-05-09,783,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,June 2024,2024,6,2020-01-27,1616,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,June 2024,2024,6,2022-06-13,748,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,June 2024,2024,6,2022-06-27,734,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,June 2024,2024,6,2022-07-05,726,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,June 2024,2024,6,2022-08-29,671,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,June 2024,2024,6,2022-08-29,671,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,June 2024,2024,6,2022-09-19,650,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,June 2024,2024,6,2020-11-30,1308,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,June 2024,2024,6,2022-12-19,559,1-5 years,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,June 2024,2024,6,2022-12-19,559,1-5 years,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,June 2024,2024,6,2023-01-03,544,1-5 years,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,June 2024,2024,6,2023-01-03,544,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,June 2024,2024,6,2023-01-10,537,1-5 years,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,June 2024,2024,6,2023-01-17,530,1-5 years,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,June 2024,2024,6,2023-01-23,524,1-5 years,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,June 2024,2024,6,2023-02-06,510,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,June 2024,2024,6,2023-04-10,447,1-5 years,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,July 2024,2024,7,2021-01-28,1280,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,July 2024,2024,7,2023-07-31,366,1-5 years,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,July 2024,2024,7,2023-10-09,296,6 months-1 year,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,July 2024,2024,7,2023-10-16,289,6 months-1 year,Security,R&D,Employee 999,M6 Early,United States
Employee 118,July 2024,2024,7,2023-10-30,275,6 months-1 year,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 1199,July 2024,2024,7,2023-05-08,450,1-5 years,Security Engineering,R&D,Employe 2199,L5 Early,United States
Employee 1202,July 2024,2024,7,2023-05-08,450,1-5 years,Data Platform Engineering,R&D,Employe 2202,L5,Canada
Employee 1210,July 2024,2024,7,2023-10-16,289,6 months-1 year,Software Engineering,R&D,Employe 2210,L4 Seasoned,Canada
Employee 1216,July 2024,2024,7,2023-01-18,560,1-5 years,Software Engineering,R&D,Employe 2216,L4 Early,United States
Employee 1219,July 2024,2024,7,2022-10-10,660,1-5 years,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 122,July 2024,2024,7,2023-12-04,240,6 months-1 year,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
Employee 1231,July 2024,2024,7,2023-04-10,478,1-5 years,Software Engineering,R&D,Employe 2231,L4 Seasoned,United States
Employee 1236,July 2024,2024,7,2021-04-29,1189,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,July 2024,2024,7,2021-12-22,952,1-5 years,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1242,July 2024,2024,7,2024-01-22,191,6 months-1 year,Software Engineering,R&D,Employe 2242,L5 Early,United States
Employee 1244,July 2024,2024,7,2023-07-10,387,1-5 years,Software Engineering,R&D,Employe 2244,L3 Veteran,United States
Employee 1246,July 2024,2024,7,2023-09-05,330,6 months-1 year,Data Platform Engineering,R&D,Employe 2246,L4 Early,Canada
Employee 1251,July 2024,2024,7,2021-08-02,1094,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 1258,July 2024,2024,7,2024-06-10,51,1-3 months,Software Engineering,R&D,Employe 2258,L5 Early,United States
Employee 1268,July 2024,2024,7,2023-07-03,394,1-5 years,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1271,July 2024,2024,7,2023-01-09,569,1-5 years,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 1277,July 2024,2024,7,2024-04-01,121,3-6 months,Data Product Engineering,R&D,Employe 2277,L4 Seasoned,United States
Employee 137,July 2024,2024,7,2024-01-22,191,6 months-1 year,Infrastructure Engineering,R&D,Employee 200,L4 Veteran,United States
Employee 144,July 2024,2024,7,2024-03-25,128,3-6 months,Forward Deployed Engineering,R&D,Employee 86,L4 Veteran,United States
Employee 146,July 2024,2024,7,2024-04-15,107,3-6 months,Data Platform Engineering,R&D,Employee 159,L4 Early,United States
Employee 149,July 2024,2024,7,2024-04-22,100,3-6 months,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,Italy
Employee 15,July 2024,2024,7,2021-08-01,1095,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 150,July 2024,2024,7,2024-04-22,100,3-6 months,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 151,July 2024,2024,7,2024-04-29,93,3-6 months,Core Data Ingestion,R&D,Employee 999,M4 Veteran,United States
Employee 157,July 2024,2024,7,2024-06-03,58,1-3 months,Data Product Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 158,July 2024,2024,7,2024-06-05,56,1-3 months,Product Engineering,R&D,Employee 999,M4 Early,Canada
Employee 159,July 2024,2024,7,2024-06-10,51,1-3 months,Data Platform Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 16,July 2024,2024,7,2021-08-18,1078,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 160,July 2024,2024,7,2024-06-24,37,1-3 months,Linkability,R&D,Employee 147,L5 Early,United States
Employee 17,July 2024,2024,7,2021-08-23,1073,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,July 2024,2024,7,2019-05-20,1899,5+ years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,July 2024,2024,7,2022-02-07,905,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,July 2024,2024,7,2022-04-11,842,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,July 2024,2024,7,2022-05-03,820,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,July 2024,2024,7,2022-05-09,814,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,July 2024,2024,7,2020-01-27,1647,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,July 2024,2024,7,2022-06-13,779,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,July 2024,2024,7,2022-06-27,765,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,July 2024,2024,7,2022-07-05,757,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,July 2024,2024,7,2022-08-29,702,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,July 2024,2024,7,2022-08-29,702,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,July 2024,2024,7,2022-09-19,681,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,July 2024,2024,7,2020-11-30,1339,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,July 2024,2024,7,2022-12-19,590,1-5 years,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,July 2024,2024,7,2022-12-19,590,1-5 years,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,July 2024,2024,7,2023-01-03,575,1-5 years,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,July 2024,2024,7,2023-01-03,575,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,July 2024,2024,7,2023-01-10,568,1-5 years,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,July 2024,2024,7,2023-01-17,561,1-5 years,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,July 2024,2024,7,2023-01-23,555,1-5 years,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,July 2024,2024,7,2023-02-06,541,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,July 2024,2024,7,2023-04-10,478,1-5 years,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,August 2024,2024,8,2021-01-28,1311,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,August 2024,2024,8,2023-07-31,397,1-5 years,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,August 2024,2024,8,2023-10-09,327,6 months-1 year,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,August 2024,2024,8,2023-10-16,320,6 months-1 year,Security,R&D,Employee 999,M6 Early,United States
Employee 118,August 2024,2024,8,2023-10-30,306,6 months-1 year,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 1210,August 2024,2024,8,2023-10-16,320,6 months-1 year,Software Engineering,R&D,Employe 2210,L4 Seasoned,Canada
Employee 1216,August 2024,2024,8,2023-01-18,591,1-5 years,Software Engineering,R&D,Employe 2216,L4 Early,United States
Employee 1219,August 2024,2024,8,2022-10-10,691,1-5 years,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 122,August 2024,2024,8,2023-12-04,271,6 months-1 year,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
Employee 1231,August 2024,2024,8,2023-04-10,509,1-5 years,Software Engineering,R&D,Employe 2231,L4 Seasoned,United States
Employee 1236,August 2024,2024,8,2021-04-29,1220,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,August 2024,2024,8,2021-12-22,983,1-5 years,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1242,August 2024,2024,8,2024-01-22,222,6 months-1 year,Software Engineering,R&D,Employe 2242,L5 Early,United States
Employee 1244,August 2024,2024,8,2023-07-10,418,1-5 years,Software Engineering,R&D,Employe 2244,L3 Veteran,United States
Employee 1246,August 2024,2024,8,2023-09-05,361,6 months-1 year,Data Platform Engineering,R&D,Employe 2246,L4 Early,Canada
Employee 1251,August 2024,2024,8,2021-08-02,1125,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 1258,August 2024,2024,8,2024-06-10,82,1-3 months,Software Engineering,R&D,Employe 2258,L5 Early,United States
Employee 1268,August 2024,2024,8,2023-07-03,425,1-5 years,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1271,August 2024,2024,8,2023-01-09,600,1-5 years,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 1277,August 2024,2024,8,2024-04-01,152,3-6 months,Data Product Engineering,R&D,Employe 2277,L4 Seasoned,United States
Employee 137,August 2024,2024,8,2024-01-22,222,6 months-1 year,Infrastructure Engineering,R&D,Employee 200,L4 Veteran,United States
Employee 144,August 2024,2024,8,2024-03-25,159,3-6 months,Forward Deployed Engineering,R&D,Employee 86,L4 Veteran,United States
Employee 146,August 2024,2024,8,2024-04-15,138,3-6 months,Data Platform Engineering,R&D,Employee 159,L4 Early,United States
Employee 149,August 2024,2024,8,2024-04-22,131,3-6 months,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,Italy
Employee 15,August 2024,2024,8,2021-08-01,1126,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 150,August 2024,2024,8,2024-04-22,131,3-6 months,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 151,August 2024,2024,8,2024-04-29,124,3-6 months,Core Data Ingestion,R&D,Employee 999,M4 Veteran,United States
Employee 157,August 2024,2024,8,2024-06-03,89,1-3 months,Data Product Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 158,August 2024,2024,8,2024-06-05,87,1-3 months,Product Engineering,R&D,Employee 999,M4 Early,Canada
Employee 159,August 2024,2024,8,2024-06-10,82,1-3 months,Data Platform Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 16,August 2024,2024,8,2021-08-18,1109,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 160,August 2024,2024,8,2024-06-24,68,1-3 months,Linkability,R&D,Employee 147,L5 Early,United States
Employee 17,August 2024,2024,8,2021-08-23,1104,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,August 2024,2024,8,2019-05-20,1930,5+ years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,August 2024,2024,8,2022-02-07,936,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,August 2024,2024,8,2022-04-11,873,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,August 2024,2024,8,2022-05-03,851,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,August 2024,2024,8,2022-05-09,845,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,August 2024,2024,8,2020-01-27,1678,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,August 2024,2024,8,2022-06-13,810,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,August 2024,2024,8,2022-06-27,796,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,August 2024,2024,8,2022-07-05,788,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,August 2024,2024,8,2022-08-29,733,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,August 2024,2024,8,2022-08-29,733,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,August 2024,2024,8,2022-09-19,712,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,August 2024,2024,8,2020-11-30,1370,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,August 2024,2024,8,2022-12-19,621,1-5 years,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,August 2024,2024,8,2022-12-19,621,1-5 years,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,August 2024,2024,8,2023-01-03,606,1-5 years,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,August 2024,2024,8,2023-01-03,606,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,August 2024,2024,8,2023-01-10,599,1-5 years,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,August 2024,2024,8,2023-01-17,592,1-5 years,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
